Time, Gaze, Attention Score, Blink
29.73, Looking Straight, 100.00, N/A
29.79, Looking Straight, 100.00, N/A
29.80, Looking Straight, 100.00, N/A
29.85, Looking Straight, 100.00, N/A
29.87, Looking Straight, 100.00, N/A
29.91, Looking Straight, 100.00, N/A
29.93, Looking Straight, 100.00, N/A
30.00, Looking Straight, 100.00, N/A
30.01, Looking Straight, 100.00, N/A
30.06, Looking Straight, 100.00, N/A
30.07, Looking Straight, 100.00, N/A
30.12, Looking Straight, 100.00, N/A
30.13, Looking Straight, 100.00, N/A
30.19, Looking Straight, 100.00, N/A
30.20, Looking Straight, 100.00, N/A
30.25, Looking Straight, 100.00, N/A
30.27, Looking Straight, 100.00, N/A
30.31, Looking Straight, 100.00, N/A
30.33, Looking Straight, 100.00, N/A
30.39, Looking Straight, 100.00, N/A
30.41, Looking Straight, 100.00, N/A
30.46, Looking Straight, 100.00, N/A
30.47, Looking Straight, 100.00, N/A
30.52, Looking Straight, 100.00, N/A
30.54, Looking Straight, 100.00, N/A
30.59, Looking Straight, 100.00, N/A
30.60, Looking Straight, 100.00, N/A
30.65, Looking Straight, 100.00, N/A
30.66, Looking Straight, 100.00, N/A
30.73, Looking Straight, 100.00, N/A
30.75, Looking Straight, 100.00, N/A
30.79, Looking Straight, 100.00, N/A
30.81, Looking Straight, 100.00, N/A
30.86, Looking Straight, 100.00, N/A
30.88, Looking Straight, 100.00, N/A
30.92, Looking Straight, 100.00, N/A
30.94, Looking Straight, 100.00, N/A
30.99, Looking Straight, 100.00, N/A
31.00, Looking Straight, 100.00, N/A
31.05, Looking Straight, 100.00, N/A
31.07, Looking Straight, 100.00, N/A
31.13, Looking Straight, 100.00, N/A
31.14, Looking Straight, 100.00, N/A
31.20, Looking Straight, 100.00, N/A
31.21, Looking Straight, 100.00, N/A
31.26, Looking Straight, 100.00, N/A
31.27, Looking Straight, 100.00, N/A
31.32, Looking Straight, 100.00, N/A
31.34, Looking Straight, 100.00, N/A
31.38, Looking Straight, 100.00, N/A
31.40, Looking Straight, 100.00, N/A
31.45, Looking Straight, 100.00, N/A
31.47, Looking Straight, 100.00, N/A
31.53, Looking Straight, 100.00, N/A
31.54, Looking Straight, 100.00, N/A
31.60, Looking Straight, 100.00, N/A
31.61, Looking Straight, 100.00, N/A
31.66, Looking Straight, 100.00, N/A
31.67, Looking Straight, 100.00, N/A
31.73, Looking Straight, 100.00, N/A
31.74, Looking Straight, 100.00, N/A
31.78, Looking Straight, 100.00, N/A
31.80, Looking Straight, 100.00, N/A
31.86, Looking Straight, 100.00, N/A
31.88, Looking Straight, 100.00, N/A
31.93, Looking Straight, 100.00, N/A
31.95, Looking Straight, 100.00, N/A
31.99, Looking Straight, 100.00, N/A
32.01, Looking Straight, 100.00, N/A
32.06, Looking Straight, 100.00, N/A
32.07, Looking Straight, 100.00, N/A
32.12, Looking Straight, 100.00, N/A
32.14, Looking Straight, 100.00, N/A
32.18, Looking Straight, 100.00, N/A
32.20, Looking Straight, 100.00, N/A
32.25, Looking Straight, 100.00, N/A
32.26, Looking Straight, 100.00, N/A
32.33, Looking Straight, 100.00, N/A
32.34, Looking Straight, 100.00, N/A
32.39, Looking Straight, 100.00, N/A
32.41, Looking Straight, 100.00, N/A
32.46, Looking Straight, 100.00, N/A
32.47, Looking Straight, 100.00, N/A
32.53, Looking Straight, 100.00, N/A
32.54, Looking Straight, 100.00, N/A
32.58, Looking Straight, 100.00, N/A
32.60, Looking Straight, 100.00, N/A
32.67, Looking Straight, 100.00, N/A
32.68, Looking Straight, 100.00, N/A
32.73, Looking Straight, 100.00, N/A
32.75, Looking Straight, 100.00, N/A
32.80, Looking Straight, 100.00, N/A
32.81, Looking Straight, 100.00, N/A
32.86, Looking Straight, 100.00, N/A
32.87, Looking Straight, 100.00, N/A
32.92, Looking Straight, 100.00, N/A
32.94, Looking Straight, 100.00, N/A
32.99, Looking Straight, 100.00, N/A
33.00, Looking Straight, 100.00, N/A
33.07, Looking Straight, 100.00, N/A
33.08, Looking Straight, 100.00, N/A
33.13, Looking Straight, 100.00, N/A
33.15, Looking Straight, 100.00, N/A
33.20, Looking Straight, 100.00, N/A
33.21, Looking Straight, 100.00, N/A
33.26, Looking Straight, 100.00, N/A
33.27, Looking Straight, 100.00, N/A
33.32, Looking Straight, 100.00, N/A
33.34, Looking Straight, 100.00, N/A
33.39, Looking Straight, 100.00, N/A
33.40, Looking Straight, 100.00, N/A
33.47, Looking Straight, 100.00, N/A
33.48, Looking Straight, 100.00, N/A
33.53, Looking Straight, 100.00, N/A
33.55, Looking Straight, 100.00, N/A
33.60, Looking Straight, 100.00, N/A
33.61, Looking Straight, 100.00, N/A
33.66, Looking Straight, 100.00, N/A
33.67, Looking Straight, 100.00, N/A
33.72, Looking Straight, 100.00, N/A
33.74, Looking Straight, 100.00, N/A
33.78, Looking Straight, 100.00, N/A
33.80, Looking Straight, 100.00, N/A
33.87, Looking Straight, 100.00, N/A
33.88, Looking Straight, 100.00, N/A
33.93, Looking Straight, 100.00, N/A
33.94, Looking Straight, 100.00, N/A
34.00, Looking Straight, 100.00, N/A
34.01, Looking Straight, 100.00, N/A
34.06, Looking Straight, 100.00, N/A
34.07, Looking Straight, 100.00, N/A
34.13, Looking Straight, 100.00, N/A
34.14, Looking Straight, 100.00, N/A
34.18, Looking Straight, 100.00, N/A
34.20, Looking Straight, 100.00, N/A
34.27, Looking Straight, 100.00, N/A
34.28, Looking Straight, 100.00, N/A
34.33, Looking Straight, 100.00, N/A
34.34, Looking Straight, 100.00, N/A
34.40, Looking Straight, 100.00, N/A
34.41, Looking Straight, 100.00, N/A
34.46, Looking Straight, 100.00, N/A
34.47, Looking Straight, 100.00, N/A
34.52, Looking Straight, 100.00, N/A
34.54, Looking Straight, 100.00, N/A
34.60, Looking Straight, 100.00, N/A
34.62, Looking Straight, 100.00, N/A
34.66, Looking Straight, 100.00, N/A
34.68, Looking Straight, 100.00, N/A
34.73, Looking Straight, 100.00, N/A
34.75, Looking Straight, 100.00, N/A
34.79, Looking Straight, 100.00, N/A
34.81, Looking Straight, 100.00, N/A
34.86, Looking Straight, 100.00, N/A
34.87, Looking Straight, 100.00, N/A
34.93, Looking Straight, 100.00, N/A
34.94, Looking Straight, 100.00, N/A
35.00, Looking Straight, 100.00, N/A
35.02, Looking Straight, 100.00, N/A
35.07, Looking Straight, 100.00, N/A
35.08, Looking Straight, 100.00, N/A
35.13, Looking Straight, 100.00, N/A
35.15, Looking Straight, 100.00, N/A
35.19, Looking Straight, 100.00, N/A
35.21, Looking Straight, 100.00, N/A
35.26, Looking Straight, 100.00, N/A
35.27, Looking Straight, 100.00, N/A
35.32, Looking Straight, 100.00, N/A
35.33, Looking Straight, 100.00, N/A
35.40, Looking Straight, 100.00, N/A
35.42, Looking Straight, 100.00, N/A
35.46, Looking Straight, 100.00, N/A
35.48, Looking Straight, 100.00, N/A
35.53, Looking Straight, 100.00, N/A
35.54, Looking Straight, 100.00, N/A
35.59, Looking Straight, 100.00, N/A
35.61, Looking Straight, 100.00, N/A
35.66, Looking Straight, 100.00, N/A
35.67, Looking Straight, 100.00, N/A
35.72, Looking Straight, 100.00, N/A
35.74, Looking Straight, 100.00, N/A
35.80, Looking Straight, 100.00, N/A
35.82, Looking Straight, 100.00, N/A
35.87, Looking Straight, 100.00, N/A
35.88, Looking Straight, 100.00, N/A
35.93, Looking Straight, 100.00, N/A
35.94, Looking Straight, 100.00, N/A
35.99, Looking Straight, 100.00, N/A
36.01, Looking Straight, 100.00, N/A
36.06, Looking Straight, 100.00, N/A
36.07, Looking Straight, 100.00, N/A
36.12, Looking Straight, 100.00, N/A
36.14, Looking Straight, 100.00, N/A
36.21, Looking Straight, 100.00, N/A
36.22, Looking Straight, 100.00, N/A
36.26, Looking Straight, 100.00, N/A
36.28, Looking Straight, 100.00, N/A
36.33, Looking Straight, 100.00, N/A
36.35, Looking Straight, 100.00, N/A
36.40, Looking Straight, 100.00, N/A
36.41, Looking Straight, 100.00, N/A
36.46, Looking Straight, 100.00, N/A
36.48, Looking Straight, 100.00, N/A
36.54, Looking Straight, 100.00, N/A
36.56, Looking Straight, 100.00, N/A
36.60, Looking Straight, 100.00, N/A
36.62, Looking Straight, 100.00, N/A
36.67, Looking Straight, 100.00, N/A
36.68, Looking Straight, 100.00, N/A
36.73, Looking Straight, 100.00, N/A
36.75, Looking Straight, 100.00, N/A
36.79, Looking Straight, 100.00, N/A
36.81, Looking Straight, 100.00, N/A
36.86, Looking Straight, 100.00, N/A
36.87, Looking Straight, 100.00, N/A
36.94, Looking Straight, 100.00, N/A
36.96, Looking Straight, 100.00, N/A
37.00, Looking Straight, 100.00, N/A
37.02, Looking Straight, 100.00, N/A
37.07, Looking Straight, 100.00, N/A
37.08, Looking Straight, 100.00, N/A
37.13, Looking Straight, 100.00, N/A
37.15, Looking Straight, 100.00, N/A
37.19, Looking Straight, 100.00, N/A
37.21, Looking Straight, 100.00, N/A
37.26, Looking Straight, 100.00, N/A
37.27, Looking Straight, 100.00, N/A
37.34, Looking Straight, 100.00, N/A
37.35, Looking Straight, 100.00, N/A
37.40, Looking Straight, 100.00, N/A
37.41, Looking Straight, 100.00, N/A
37.47, Looking Straight, 100.00, N/A
37.48, Looking Straight, 100.00, N/A
37.53, Looking Straight, 100.00, N/A
37.55, Looking Straight, 100.00, N/A
37.60, Looking Straight, 100.00, N/A
37.61, Looking Straight, 100.00, N/A
37.66, Looking Straight, 100.00, N/A
37.67, Looking Straight, 100.00, N/A
37.74, Looking Straight, 100.00, N/A
37.75, Looking Straight, 100.00, N/A
37.81, Looking Straight, 100.00, N/A
37.82, Looking Straight, 100.00, N/A
37.87, Looking Straight, 100.00, N/A
37.88, Looking Straight, 100.00, N/A
37.93, Looking Straight, 100.00, N/A
37.94, Looking Straight, 100.00, N/A
37.99, Looking Straight, 100.00, N/A
38.01, Looking Straight, 100.00, N/A
38.06, Looking Straight, 100.00, N/A
38.08, Looking Straight, 100.00, N/A
38.14, Looking Straight, 100.00, N/A
38.15, Looking Straight, 100.00, N/A
38.20, Looking Straight, 100.00, N/A
38.22, Looking Straight, 100.00, N/A
38.26, Looking Straight, 100.00, N/A
38.28, Looking Straight, 100.00, N/A
38.33, Looking Straight, 100.00, N/A
38.35, Looking Straight, 100.00, N/A
38.39, Looking Straight, 100.00, N/A
38.41, Looking Straight, 100.00, N/A
38.47, Looking Straight, 100.00, N/A
38.49, Looking Straight, 100.00, N/A
38.54, Looking Straight, 100.00, N/A
38.56, Looking Straight, 100.00, N/A
38.60, Looking Straight, 100.00, N/A
38.62, Looking Straight, 100.00, N/A
38.67, Looking Straight, 100.00, N/A
38.69, Looking Straight, 100.00, N/A
38.73, Looking Straight, 100.00, N/A
38.74, Looking Straight, 100.00, N/A
38.80, Looking Straight, 100.00, N/A
38.81, Looking Straight, 100.00, N/A
38.87, Looking Straight, 100.00, N/A
38.89, Looking Straight, 100.00, N/A
38.90, Looking Straight, 100.00, N/A
38.94, Looking Straight, 100.00, N/A
39.01, Looking Straight, 100.00, N/A
39.02, Looking Straight, 100.00, N/A
39.07, Looking Straight, 100.00, N/A
39.08, Looking Straight, 100.00, N/A
39.13, Looking Straight, 100.00, N/A
39.15, Looking Straight, 100.00, N/A
39.19, Looking Straight, 100.00, N/A
39.21, Looking Straight, 100.00, N/A
39.28, Looking Straight, 100.00, N/A
39.29, Looking Straight, 100.00, N/A
39.30, Looking Straight, 100.00, N/A
39.34, Looking Straight, 100.00, N/A
39.40, Looking Straight, 100.00, N/A
39.41, Looking Straight, 100.00, N/A
39.47, Looking Straight, 100.00, N/A
39.48, Looking Straight, 100.00, N/A
39.53, Looking Straight, 100.00, N/A
39.54, Looking Straight, 100.00, N/A
39.59, Looking Straight, 100.00, N/A
39.61, Looking Straight, 100.00, N/A
39.68, Looking Straight, 100.00, N/A
39.70, Looking Straight, 100.00, N/A
39.71, Looking Straight, 100.00, N/A
39.74, Looking Straight, 100.00, N/A
39.81, Looking Straight, 100.00, N/A
39.82, Looking Straight, 100.00, N/A
39.86, Looking Straight, 100.00, N/A
39.88, Looking Straight, 100.00, N/A
39.93, Looking Straight, 100.00, N/A
39.95, Looking Straight, 100.00, N/A
40.00, Looking Straight, 100.00, N/A
40.01, Looking Straight, 100.00, N/A
40.07, Looking Right, 98.41, N/A
40.09, Looking Right, 96.83, N/A
40.10, Looking Right, 95.24, N/A
40.13, Looking Right, 93.65, N/A
40.20, Looking Right, 92.06, N/A
40.22, Looking Right, 90.47, N/A
40.28, Looking Right, 88.87, N/A
40.34, Looking Right, 87.27, N/A
42.14, Looking Right, 85.58, N/A
42.75, Looking Straight, 85.68, N/A
42.76, Looking Straight, 85.78, N/A
42.77, Looking Straight, 85.88, N/A
42.82, Looking Straight, 85.98, N/A
42.83, Looking Straight, 86.08, N/A
42.89, Looking Straight, 86.18, N/A
42.94, Looking Straight, 86.28, N/A
43.00, Looking Straight, 86.38, N/A
43.02, Looking Straight, 86.48, N/A
43.07, Looking Straight, 86.58, N/A
43.08, Looking Straight, 86.68, N/A
43.15, Looking Straight, 86.78, N/A
43.16, Looking Straight, 86.88, N/A
43.18, Looking Straight, 86.98, N/A
43.21, Looking Left, 85.24, N/A
43.22, Looking Left, 83.50, N/A
43.27, Looking Left, 81.75, N/A
43.29, Looking Left, 80.01, N/A
43.34, Looking Left, 78.26, N/A
43.40, Looking Left, 76.51, N/A
43.42, Looking Left, 74.75, N/A
43.47, Looking Left, 73.00, N/A
43.48, Looking Left, 71.24, N/A
43.55, Looking Left, 69.48, N/A
43.56, Looking Left, 67.72, N/A
43.58, Looking Left, 65.96, N/A
43.61, Looking Left, 64.20, N/A
43.62, Looking Left, 62.44, N/A
43.67, Looking Left, 60.67, N/A
43.69, Looking Left, 58.90, N/A
43.74, Looking Left, 57.14, N/A
43.80, Looking Left, 55.36, N/A
43.82, Looking Left, 53.59, N/A
43.87, Looking Left, 51.82, N/A
43.88, Looking Left, 50.04, N/A
43.95, Looking Left, 48.26, N/A
44.48, Looking Left, 46.45, N/A
45.48, Looking Left, 44.60, N/A
47.09, Looking Left, 42.66, N/A
47.61, Looking Straight, 42.86, N/A
48.14, Looking Straight, 43.06, N/A
48.66, Looking Straight, 43.26, N/A
49.18, Looking Straight, 43.46, N/A
49.69, Looking Left, 41.40, N/A
50.21, Looking Left, 39.30, N/A
50.73, Looking Left, 37.19, N/A
51.24, Looking Left, 35.04, N/A
51.76, Looking Left, 32.87, N/A
52.27, Looking Left, 30.68, N/A
52.79, Looking Left, 28.45, N/A
53.31, Looking Left, 26.21, N/A
53.83, Looking Left, 23.93, N/A
54.34, Looking Left, 21.64, N/A
54.86, Looking Left, 19.31, N/A
55.38, Looking Left, 16.96, N/A
55.90, Looking Left, 14.58, N/A
56.41, Looking Left, 12.18, N/A
56.93, Looking Left, 9.75, N/A
57.45, Looking Left, 7.30, N/A
57.96, Looking Left, 4.82, N/A
58.48, Looking Left, 2.31, N/A
58.99, Looking Left, 0.00, N/A
59.51, Looking Left, 0.00, N/A
60.03, Looking Left, 0.00, N/A
60.54, Looking Left, 0.00, N/A
61.06, Looking Left, 0.00, N/A
61.57, Looking Left, 0.00, N/A
62.09, Looking Left, 0.00, N/A
62.61, Looking Left, 0.00, N/A
63.12, Looking Left, 0.00, N/A
63.64, Looking Left, 0.00, N/A
64.16, Looking Left, 0.00, N/A
64.67, Looking Left, 0.00, N/A
65.19, Looking Left, 0.00, N/A
65.73, Looking Left, 0.00, N/A
66.25, Looking Left, 0.00, N/A
66.77, Looking Left, 0.00, N/A
67.29, Looking Left, 0.00, N/A
67.80, Looking Left, 0.00, N/A
68.32, Looking Left, 0.00, N/A
68.84, Looking Left, 0.00, N/A
69.35, Looking Left, 0.00, N/A
69.87, Looking Left, 0.00, N/A
70.38, Looking Left, 0.00, N/A
70.90, Looking Left, 0.00, N/A
71.42, Looking Left, 0.00, N/A
71.94, Looking Left, 0.00, N/A
72.45, Looking Left, 0.00, N/A
72.97, Looking Left, 0.00, N/A
73.48, Looking Left, 0.00, N/A
74.00, Looking Left, 0.00, N/A
74.52, Looking Left, 0.00, N/A
75.04, Looking Left, 0.00, N/A
75.56, Looking Left, 0.00, N/A
76.07, Looking Left, 0.00, N/A
76.59, Looking Left, 0.00, N/A
77.11, Looking Left, 0.00, N/A
77.63, Looking Left, 0.00, N/A
78.15, Looking Left, 0.00, N/A
78.66, Looking Left, 0.00, N/A
79.18, Looking Left, 0.00, N/A
79.70, Looking Left, 0.00, N/A
80.21, Looking Left, 0.00, N/A
80.73, Looking Left, 0.00, N/A
81.25, Looking Left, 0.00, N/A
81.77, Looking Left, 0.00, N/A
82.29, Looking Left, 0.00, N/A
82.80, Looking Left, 0.00, N/A
83.32, Looking Left, 0.00, N/A
83.84, Looking Left, 0.00, N/A
84.35, Looking Left, 0.00, N/A
84.87, Looking Left, 0.00, N/A
85.38, Looking Left, 0.00, N/A
